Step,T_CE,T_Acc,T_Res,V_CE,V_Acc,V_Res,E_CE,E_Acc,E_Res,Time
57500,0.15782180894374848,0.94794,47397.0,,,,0.7649225875854492,0.7901,7901.0,2993.7362020015717
58000,0.15316860872030258,0.94894,47447.0,,,,0.785539059829712,0.7896,7896.0,3019.7840490341187
58500,0.15642181141376496,0.94862,47431.0,,,,0.7668364059448243,0.7982,7982.0,3045.8273360729218
59000,0.14990122831344604,0.9513,47565.0,,,,0.7666773056030274,0.7993,7993.0,3071.8594369888306
59500,0.15519086297035217,0.94912,47456.0,,,,0.7647673488616943,0.7903,7903.0,3097.9214041233063
60000,0.15035386806488038,0.951,47550.0,,,,0.7666177707672119,0.7945,7945.0,3123.960995197296
60500,0.14705565780639648,0.95138,47569.0,,,,0.7728623123168945,0.7991,7991.0,3149.9964480400085
61000,0.14996025777816774,0.9509,47545.0,,,,0.7767230958938599,0.7983,7983.0,3176.04029917717
61500,0.14421570878982545,0.95168,47584.0,,,,0.7715400806427002,0.7946,7946.0,3202.0987141132355
62000,0.14569918601036072,0.9525,47625.0,,,,0.7422359516143798,0.7946,7946.0,3228.130909204483
62500,0.13400383354187012,0.956,47800.0,,,,0.7542879371643066,0.8043,8043.0,3254.1707780361176
63000,0.1427909361600876,0.95172,47586.0,,,,0.7670981918334961,0.8004,8004.0,3280.213366985321
63500,0.1444756399536133,0.95188,47594.0,,,,0.7856491107940674,0.7945,7945.0,3306.279627084732
64000,0.14223248448848724,0.95278,47639.0,,,,0.7718078227996826,0.8026,8026.0,3332.33021402359
64500,0.12871918581962585,0.95688,47844.0,,,,0.7922339633941651,0.7979,7979.0,3358.3617231845856
65000,0.13365272988796234,0.95614,47807.0,,,,0.771644520187378,0.8003,8003.0,3384.47283911705
65500,0.13873006912231445,0.95502,47751.0,,,,0.7340772251129151,0.8003,8003.0,3410.5212140083313
66000,0.12828683274745942,0.95876,47938.0,,,,0.7509277282714844,0.8036,8036.0,3436.579977989197
66500,0.1332043770313263,0.95666,47833.0,,,,0.7525858673095703,0.7985,7985.0,3462.8891592025757
67000,0.1357175724363327,0.95542,47771.0,,,,0.7676362850189209,0.794,7940.0,3488.8995180130005
67500,0.12758882605552674,0.95866,47933.0,,,,0.784921692276001,0.792,7920.0,3514.9286530017853
68000,0.129634630112648,0.9575,47875.0,,,,0.7669223934173584,0.7989,7989.0,3540.9678170681
68500,0.12819798525810241,0.95786,47893.0,,,,0.7626399967193603,0.799,7990.0,3567.0178411006927
69000,0.12945593044757844,0.95752,47876.0,,,,0.788531452178955,0.7936,7936.0,3593.0504121780396
69500,0.11760554625034332,0.96152,48076.0,,,,0.7913240474700928,0.7896,7896.0,3619.0879321098328
70000,0.12165654509544373,0.96056,48028.0,,,,0.7623228149414063,0.8012,8012.0,3645.1202960014343
70500,0.1273639532470703,0.95818,47909.0,,,,0.7743558990478515,0.7945,7945.0,3671.169420003891
71000,0.1217602216911316,0.96054,48027.0,,,,0.7845876190185547,0.791,7910.0,3697.214814186096
71500,0.1202394247341156,0.96092,48046.0,,,,0.8012227149963379,0.7919,7919.0,3723.2553820610046
72000,0.1200952476143837,0.96068,48034.0,,,,0.7705178081512452,0.7972,7972.0,3749.279069185257
72500,0.12382903589487076,0.9596,47980.0,,,,0.784604263305664,0.7955,7955.0,3775.3325769901276
73000,0.11962232121944427,0.96114,48057.0,,,,0.7831639226913452,0.7983,7983.0,3801.4067730903625
73500,0.11748516387701034,0.96214,48107.0,,,,0.7879020668029785,0.7964,7964.0,3827.465631008148
74000,0.11769655447483063,0.96202,48101.0,,,,0.7691861957550049,0.7978,7978.0,3853.5004670619965
74500,0.11277900709152222,0.9626,48130.0,,,,0.7953168972015381,0.8002,8002.0,3879.563337087631
75000,0.11813837590932846,0.96162,48081.0,,,,0.7840627449035644,0.7966,7966.0,3905.598916053772
75500,0.10942247082710266,0.96404,48202.0,,,,0.7662182189941407,0.8012,8012.0,3931.646730184555
76000,0.11108648895263672,0.96498,48249.0,,,,0.8134900249481202,0.7914,7914.0,3957.7001960277557
76500,0.1177856297302246,0.9632,48160.0,,,,0.7467080055236817,0.801,8010.0,3983.754536151886
77000,0.10929831010818482,0.9647,48235.0,,,,0.7876508190155029,0.8003,8003.0,4009.798670053482
77500,0.11604113771915436,0.96236,48118.0,,,,0.7487481601715088,0.8006,8006.0,4035.864396095276
78000,0.1068529068160057,0.9653,48265.0,,,,0.8002557535171508,0.7959,7959.0,4061.9277901649475
78500,0.10283984025001526,0.96596,48298.0,,,,0.7885559238433838,0.7979,7979.0,4088.010269165039
79000,0.11098289746284484,0.96348,48174.0,,,,0.8090446090698242,0.7953,7953.0,4114.062924146652
79500,0.10693012954235077,0.96502,48251.0,,,,0.8075579540252685,0.7991,7991.0,4140.124533176422
80000,0.10790466360569,0.96508,48254.0,,,,0.7927001159667969,0.7949,7949.0,4166.180337190628
80500,0.10334410085439683,0.96614,48307.0,,,,0.7853055271148681,0.7972,7972.0,4192.26465511322
81000,0.0994523229432106,0.96704,48352.0,,,,0.7911847183227539,0.7975,7975.0,4218.331508159637
81500,0.10505141379833222,0.96528,48264.0,,,,0.804081640625,0.7922,7922.0,4244.406569004059
82000,0.10454496667385102,0.9664,48320.0,,,,0.7889603462219238,0.8008,8008.0,4270.493102073669
